days_before_started_study,num_slides,num_assignments_done,avg_sleep_last_week,coffee_cups_per_day,hours_studied_last_week,avg_quiz_score,midterm_score,assignments_done_ratio,class_attendance_ratio,sleep_hours_before_exam,stress_level,ai_background,mentality_type,exam_time,crisis_type
4,52,0,4.1,1,35.7,14.0,11.9,0.01,0.84,5.5,2.0,basic,project_heavy,Evening,Denial_mode
1,122,5,7.9,2,4.6,11.1,7.6,0.52,0.64,3.2,4.0,basic,project_heavy,morning,Denial_mode
0,120,3,7.1,5,7.8,9.1,10.9,0.4,0.15,8.6,3.0,none,theory_heavy,Evening,No_issue
6,73,7,6.6,0,5.5,9.3,11.1,0.78,0.84,3.3,4.0,none,theory_heavy,afternoon,panic_mode
8,131,2,9.0,7,8.2,13.0,14.6,0.23,0.87,3.7,,strong,theory_heavy,afternoon,panic_mode
4,225,5,6.3,2,8.6,6.9,13.2,0.57,0.05,3.7,3.0,basic,theory_heavy,Evening,panic_mode
1,176,6,7.6,0,2.0,9.3,16.3,0.61,0.79,7.0,4.0,strong,memorization_heavy,morning,Denial_mode
10,90,9,7.5,0,30.4,12.2,14.6,0.98,0.6,3.5,2.0,none,memorization_heavy,afternoon,No_issue
1,77,5,5.7,4,1.0,14.8,10.4,0.56,0.47,3.8,3.0,none,theory_heavy,afternoon,Denial_mode
9,100,0,7.4,5,20.2,18.3,19.1,0.01,0.94,7.1,1.0,strong,memorization_heavy,morning,Denial_mode
4,274,2,6.7,6,32.1,11.6,10.3,0.21,0.69,7.7,2.0,basic,theory_heavy,morning,Denial_mode
9,155,5,5.3,5,22.0,12.9,18.6,0.55,0.4,3.5,3.0,strong,project_heavy,afternoon,panic_mode
0,264,0,8.4,5,4.3,15.7,11.4,0.02,0.69,3.1,3.0,basic,theory_heavy,afternoon,Denial_mode
4,217,0,7.1,5,27.1,5.1,10.9,0.05,0.47,7.4,2.0,none,project_heavy,morning,Denial_mode
0,180,6,5.0,7,4.0,10.9,11.9,0.61,0.91,4.8,5.0,basic,memorization_heavy,Evening,Denial_mode
7,89,1,6.8,1,13.7,12.3,14.7,0.18,0.48,5.0,,none,theory_heavy,morning,No_issue
6,249,9,4.8,6,8.3,16.9,,0.98,0.31,6.2,,strong,project_heavy,Evening,panic_mode
2,90,5,7.1,2,19.9,9.8,12.6,0.56,0.98,5.3,2.0,none,theory_heavy,morning,No_issue
3,170,1,8.5,1,24.6,14.4,13.8,0.16,0.68,4.6,1.0,basic,memorization_heavy,afternoon,Denial_mode
2,152,2,7.8,3,35.8,9.8,9.5,0.24,0.33,8.2,3.0,none,project_heavy,morning,panic_mode
9,242,2,7.4,4,12.5,18.6,19.0,0.28,0.29,6.5,1.0,strong,project_heavy,Evening,Denial_mode
8,75,9,7.0,2,18.5,13.5,9.8,0.91,0.91,8.0,2.0,basic,memorization_heavy,morning,Denial_mode
0,157,9,6.2,1,8.5,7.5,9.2,0.91,0.06,4.4,4.0,none,memorization_heavy,Evening,panic_mode
1,155,8,4.0,0,8.6,20.0,20.0,0.83,0.79,7.5,4.0,strong,memorization_heavy,Evening,No_issue
4,250,0,8.2,3,10.7,11.4,9.5,0.08,0.71,4.0,2.0,basic,theory_heavy,Evening,Denial_mode
7,55,4,4.8,1,38.4,8.9,10.9,0.45,0.7,8.1,2.0,none,theory_heavy,morning,Denial_mode
10,155,9,5.6,7,28.7,11.8,13.3,0.92,0.07,7.3,4.0,basic,theory_heavy,Evening,panic_mode
4,217,6,7.5,6,38.0,11.8,14.3,0.66,0.37,7.5,,basic,project_heavy,Evening,No_issue
9,102,9,7.5,2,36.5,17.7,13.8,0.93,0.76,5.1,2.0,basic,project_heavy,afternoon,No_issue
9,183,4,4.2,0,21.5,3.4,7.3,0.46,0.11,7.0,3.0,none,memorization_heavy,afternoon,panic_mode
1,263,7,5.4,3,9.1,14.2,18.1,0.73,0.45,8.9,5.0,basic,theory_heavy,Evening,No_issue
1,192,2,7.7,3,8.8,11.5,7.8,0.23,0.75,5.7,,none,project_heavy,morning,panic_mode
6,292,2,6.4,1,31.8,20.0,20.0,0.27,0.95,3.6,2.0,basic,project_heavy,Evening,Denial_mode
4,145,0,4.5,0,14.0,6.3,7.7,0.06,0.63,3.9,3.0,none,project_heavy,morning,panic_mode
8,121,9,4.5,7,18.9,10.1,13.5,0.94,0.56,5.7,3.0,strong,project_heavy,Evening,panic_mode
7,265,6,7.4,6,0.1,16.0,14.9,0.62,0.17,5.8,3.0,strong,project_heavy,afternoon,panic_mode
10,154,8,8.6,4,19.3,14.6,11.7,0.89,0.38,8.2,2.0,none,theory_heavy,morning,Denial_mode
7,295,6,7.8,6,28.5,6.8,9.7,0.67,0.8,6.9,2.0,none,memorization_heavy,morning,No_issue
7,62,7,7.2,0,16.4,4.8,5.6,0.72,0.18,7.6,2.0,none,theory_heavy,afternoon,No_issue
0,201,2,7.0,0,6.7,7.1,10.9,0.22,0.15,5.7,,none,theory_heavy,Evening,No_issue
8,162,2,7.4,2,24.4,5.3,10.8,0.26,0.18,5.5,1.0,none,project_heavy,Evening,Denial_mode
5,236,1,5.4,6,17.9,2.4,7.3,0.11,0.27,7.7,4.0,none,project_heavy,morning,panic_mode
7,112,1,8.1,7,17.8,4.4,8.9,0.17,0.37,7.1,3.0,none,project_heavy,Evening,panic_mode
1,64,3,7.5,0,5.3,14.5,10.3,0.33,0.7,7.2,3.0,basic,project_heavy,morning,No_issue
0,181,4,5.3,6,8.1,13.4,9.9,0.44,0.48,6.9,5.0,none,theory_heavy,Evening,panic_mode
10,179,8,6.7,0,151.0,8.6,8.6,0.81,0.91,6.4,4.0,basic,theory_heavy,afternoon,panic_mode
2,96,6,8.2,0,8.8,13.2,12.6,0.65,0.7,4.3,4.0,none,memorization_heavy,morning,panic_mode
7,91,8,7.6,4,29.3,8.6,11.7,0.81,0.76,4.6,2.0,basic,memorization_heavy,morning,No_issue
3,289,8,6.1,7,22.2,8.5,11.4,0.88,0.28,7.7,3.0,strong,theory_heavy,morning,panic_mode
0,54,5,6.7,0,10.3,18.1,20.0,0.54,0.88,4.6,4.0,strong,project_heavy,morning,panic_mode
6,243,2,8.6,6,1.6,7.6,13.2,0.28,0.43,6.4,3.0,basic,theory_heavy,Evening,panic_mode
7,288,2,5.4,3,5.2,12.1,16.1,0.24,0.5,5.3,3.0,strong,project_heavy,afternoon,No_issue
8,138,2,7.4,3,28.8,4.8,5.3,0.22,0.33,5.5,2.0,none,theory_heavy,morning,Denial_mode
10,258,7,8.8,3,25.3,6.4,5.5,0.77,0.73,3.7,,none,theory_heavy,afternoon,No_issue
8,170,6,7.7,0,34.4,15.2,18.2,0.6,0.8,3.9,1.0,basic,project_heavy,afternoon,No_issue
2,114,9,8.1,3,37.9,16.3,17.2,0.91,0.2,4.4,,strong,theory_heavy,Evening,No_issue
10,238,7,7.8,4,26.5,13.4,11.5,0.79,0.8,6.1,1.0,basic,memorization_heavy,Evening,No_issue
3,74,4,7.2,3,2.7,13.3,15.2,0.43,0.66,4.3,3.0,basic,project_heavy,afternoon,panic_mode
7,106,7,4.2,7,30.2,8.9,8.1,0.79,0.56,6.8,,none,project_heavy,afternoon,panic_mode
7,63,5,5.7,1,28.0,9.3,11.8,0.56,0.59,6.6,3.0,none,project_heavy,afternoon,No_issue
9,233,7,4.7,5,0.2,11.8,11.9,0.78,0.13,8.2,3.0,none,theory_heavy,morning,No_issue
9,252,7,6.4,7,29.8,5.7,10.6,0.75,0.38,4.9,3.0,none,theory_heavy,morning,panic_mode
9,121,0,5.0,2,20.8,9.6,10.8,0.07,0.05,4.5,2.0,none,project_heavy,morning,Denial_mode
1,97,8,6.7,3,4.8,9.0,10.6,0.82,0.31,6.7,4.0,basic,memorization_heavy,Evening,Denial_mode
1,143,2,5.0,1,7.7,10.6,14.4,0.21,0.41,3.7,4.0,basic,memorization_heavy,afternoon,panic_mode
0,147,3,7.2,7,3.6,3.9,8.4,0.4,0.53,4.4,4.0,none,memorization_heavy,afternoon,Denial_mode
2,192,4,7.5,4,39.0,12.7,11.5,0.5,0.56,5.1,3.0,basic,theory_heavy,Evening,No_issue
9,189,6,5.6,5,15.7,8.9,10.1,0.64,0.33,3.4,3.0,,project_heavy,Evening,panic_mode
4,160,4,7.8,1,2.4,7.8,6.7,0.44,0.7,3.8,3.0,none,memorization_heavy,morning,panic_mode
7,213,8,8.8,2,5.4,13.6,17.5,0.84,0.07,4.8,3.0,strong,project_heavy,afternoon,panic_mode
7,241,8,5.0,6,29.1,8.4,10.9,0.84,0.45,7.2,3.0,none,project_heavy,Evening,panic_mode
10,131,5,4.0,6,25.3,14.8,14.2,0.54,0.59,5.8,2.0,strong,memorization_heavy,morning,No_issue
3,76,1,8.2,1,20.0,5.4,11.0,0.19,0.42,5.2,1.0,basic,theory_heavy,Evening,Denial_mode
0,96,5,7.1,0,6.8,20.0,,0.57,0.57,3.6,3.0,basic,memorization_heavy,Evening,panic_mode
9,95,5,7.2,4,21.6,7.8,10.6,0.55,0.96,5.7,1.0,none,memorization_heavy,afternoon,No_issue
9,279,6,6.7,6,18.1,8.0,11.9,0.67,0.29,6.0,3.0,none,memorization_heavy,morning,panic_mode
4,85,0,4.2,3,32.0,16.9,18.3,0.02,0.06,8.7,2.0,strong,theory_heavy,afternoon,Denial_mode
5,249,6,8.6,21,32.6,11.7,13.4,0.7,0.36,3.1,1.0,basic,memorization_heavy,morning,No_issue
8,204,4,8.4,3,0.9,9.0,10.3,0.47,0.07,5.6,,none,memorization_heavy,morning,No_issue
5,275,7,8.5,1,32.5,17.7,15.7,0.72,0.65,5.6,1.0,none,memorization_heavy,morning,No_issue
7,57,3,7.8,1,35.5,12.1,11.6,0.4,0.58,3.9,2.0,basic,memorization_heavy,afternoon,No_issue
3,135,4,8.4,0,23.2,9.1,13.4,0.47,0.49,7.3,1.0,none,theory_heavy,Evening,No_issue
10,59,5,6.7,7,25.6,8.7,7.7,0.58,0.92,7.2,3.0,none,project_heavy,afternoon,panic_mode
5,266,9,4.6,3,10.5,16.2,16.6,0.91,0.65,5.5,2.0,basic,theory_heavy,Evening,No_issue
0,59,9,6.2,4,2.7,2.6,6.6,0.98,0.28,6.0,5.0,none,project_heavy,Evening,Denial_mode
10,271,5,4.5,3,22.1,17.1,15.6,0.54,0.44,6.1,,basic,memorization_heavy,afternoon,No_issue
10,279,3,6.7,7,32.3,11.4,18.3,0.38,0.49,8.2,4.0,strong,theory_heavy,morning,panic_mode
4,212,0,7.2,4,2.6,7.7,12.4,0.09,0.42,6.8,,none,project_heavy,morning,Denial_mode
2,271,8,4.2,4,19.4,9.6,10.7,0.88,0.25,4.8,3.0,none,project_heavy,morning,panic_mode
1,58,5,7.0,2,0.6,17.6,14.4,0.6,0.75,6.6,4.0,basic,theory_heavy,afternoon,Denial_mode
3,121,4,6.8,2,17.2,15.2,15.7,0.48,0.35,8.0,2.0,basic,theory_heavy,Evening,No_issue
0,185,1,4.4,0,8.2,18.3,18.6,0.17,0.25,3.7,5.0,strong,project_heavy,Evening,panic_mode
8,221,8,6.0,7,15.1,9.9,9.7,0.9,0.59,3.4,3.0,basic,theory_heavy,afternoon,panic_mode
5,134,2,6.2,6,39.1,6.6,9.7,0.23,0.63,8.6,4.0,none,memorization_heavy,Evening,panic_mode
1,227,9,6.0,3,5.6,14.9,16.0,0.95,0.7,7.9,4.0,basic,theory_heavy,afternoon,No_issue
10,134,7,5.2,0,10.4,15.9,18.1,0.73,0.95,4.8,2.0,strong,memorization_heavy,Evening,No_issue
7,55,0,4.6,4,18.7,18.8,19.8,0.06,0.35,8.4,3.0,strong,theory_heavy,afternoon,No_issue
2,55,7,8.4,3,37.5,7.2,11.8,0.76,0.21,5.3,3.0,basic,project_heavy,morning,No_issue
9,124,2,4.5,4,2.2,15.9,14.8,0.22,0.54,5.7,3.0,basic,memorization_heavy,afternoon,No_issue
4,271,5,7.8,4,33.6,14.1,13.6,0.51,0.36,6.0,1.0,strong,project_heavy,morning,No_issue
8,133,8,6.4,1,8.4,13.3,14.1,0.85,0.05,6.8,4.0,basic,memorization_heavy,afternoon,No_issue
10,239,6,4.8,1,3.4,14.8,12.2,0.65,0.98,7.0,3.0,basic,project_heavy,morning,No_issue
2,193,5,8.7,2,9.1,10.7,14.0,0.54,0.16,3.1,3.0,strong,project_heavy,Evening,panic_mode
2,192,2,8.2,0,31.6,8.9,14.6,0.26,0.28,8.0,2.0,strong,project_heavy,morning,Denial_mode
4,273,8,6.6,5,14.4,3.0,8.8,0.85,0.49,3.8,3.0,none,memorization_heavy,Evening,panic_mode
10,211,4,7.9,1,3.6,2.3,9.7,0.44,0.22,3.7,2.0,none,memorization_heavy,afternoon,No_issue
9,169,3,4.0,6,4.4,15.5,17.8,0.38,0.71,3.2,4.0,strong,project_heavy,afternoon,panic_mode
0,141,7,5.2,6,9.5,6.0,11.2,0.76,0.08,7.1,5.0,none,theory_heavy,afternoon,panic_mode
3,269,7,7.6,5,25.9,16.2,11.7,0.72,0.74,5.9,2.0,basic,project_heavy,afternoon,No_issue
3,244,3,4.8,4,37.1,10.6,9.9,0.32,0.68,5.4,3.0,none,memorization_heavy,afternoon,panic_mode
10,80,9,4.3,5,29.6,7.2,10.7,0.93,0.65,8.8,3.0,basic,project_heavy,morning,No_issue
3,84,0,4.7,2,9.5,9.9,8.3,0.01,0.74,8.9,5.0,basic,project_heavy,morning,panic_mode
1,161,4,4.6,5,11.9,9.7,11.9,0.4,0.41,6.4,4.0,none,theory_heavy,Evening,No_issue
5,285,4,8.7,2,16.1,10.7,13.1,0.43,0.91,8.0,1.0,basic,memorization_heavy,morning,Denial_mode
9,111,5,5.0,5,35.2,8.0,9.4,0.58,0.11,5.6,3.0,strong,theory_heavy,afternoon,panic_mode
5,281,6,8.0,6,18.6,5.8,9.1,0.69,0.08,3.5,2.0,none,theory_heavy,Evening,No_issue
0,259,8,5.3,6,2.3,15.0,15.5,0.88,0.65,8.2,5.0,strong,project_heavy,Evening,Denial_mode
3,160,1,8.1,4,8.1,16.9,16.6,0.17,0.92,7.5,2.0,strong,project_heavy,afternoon,Denial_mode
3,100,2,8.0,7,19.0,12.9,15.5,0.26,0.04,4.2,2.0,none,theory_heavy,morning,Denial_mode
9,190,5,4.3,6,14.8,18.8,16.3,0.59,0.72,4.8,3.0,basic,project_heavy,Evening,panic_mode
0,184,0,5.0,7,4.5,3.7,8.0,0.05,0.16,5.6,5.0,none,theory_heavy,afternoon,Denial_mode
3,141,0,7.2,6,16.1,9.8,13.9,0.07,0.39,8.3,2.0,strong,memorization_heavy,afternoon,Denial_mode
10,239,8,4.8,1,28.2,13.6,12.9,0.84,0.8,3.4,3.0,,project_heavy,afternoon,panic_mode
4,97,6,6.1,3,22.3,10.7,13.2,0.63,0.93,3.2,3.0,strong,theory_heavy,afternoon,panic_mode
9,101,1,4.0,3,2.7,11.4,13.0,0.13,0.94,5.8,5.0,basic,project_heavy,Evening,No_issue
3,279,6,6.3,7,29.6,13.1,14.7,0.65,0.52,6.1,3.0,strong,project_heavy,afternoon,panic_mode
1,70,6,8.6,0,8.4,17.3,17.6,0.68,0.14,4.5,4.0,strong,theory_heavy,Evening,panic_mode
0,164,7,4.1,6,0.3,17.1,14.6,0.76,0.84,5.6,5.0,basic,project_heavy,afternoon,Denial_mode
10,295,5,5.4,0,4.3,10.6,,0.59,0.32,7.3,3.0,none,project_heavy,afternoon,No_issue
4,281,2,4.7,5,24.4,18.6,18.5,0.24,0.35,7.1,3.0,basic,project_heavy,morning,No_issue
6,290,5,7.4,7,4.6,11.5,13.2,0.6,0.12,5.3,3.0,basic,theory_heavy,morning,panic_mode
8,280,0,6.2,3,14.5,11.8,12.1,0.08,0.35,8.9,2.0,none,memorization_heavy,Evening,Denial_mode
0,88,0,7.5,0,10.8,20.0,20.0,0.09,0.51,9.0,3.0,strong,theory_heavy,afternoon,No_issue
10,274,8,5.1,6,22.0,10.3,13.3,0.83,0.18,8.0,3.0,basic,memorization_heavy,afternoon,panic_mode
2,89,4,5.5,1,2.0,18.9,19.4,0.42,0.81,5.1,,strong,project_heavy,morning,Denial_mode
9,73,1,5.6,7,37.0,15.3,15.9,0.19,0.72,5.4,3.0,basic,theory_heavy,morning,panic_mode
10,118,6,6.0,1,1.7,9.5,10.3,0.64,0.58,6.2,4.0,basic,theory_heavy,morning,No_issue
8,276,9,8.5,1,20.1,10.5,,0.99,0.88,5.7,2.0,none,project_heavy,morning,No_issue
0,176,8,8.1,6,8.9,11.4,10.9,0.88,0.17,6.3,4.0,none,project_heavy,morning,panic_mode
9,56,2,8.6,7,16.0,4.2,5.9,0.22,0.71,4.6,2.0,none,project_heavy,afternoon,Denial_mode
4,58,2,4.5,3,15.2,15.4,,0.29,0.57,7.3,3.0,basic,memorization_heavy,Evening,No_issue
7,162,3,6.6,6,19.6,16.8,16.8,0.35,0.56,7.8,4.0,strong,theory_heavy,Evening,panic_mode
6,230,0,8.2,5,3.2,8.5,11.0,0.02,0.65,6.7,3.0,basic,project_heavy,morning,No_issue
8,141,0,7.2,3,4.6,16.1,17.7,0.04,0.72,4.6,2.0,strong,theory_heavy,morning,Denial_mode
3,194,9,6.9,5,5.8,6.2,13.0,0.96,0.41,7.7,4.0,,theory_heavy,afternoon,No_issue
3,143,1,6.4,6,10.3,11.9,13.2,0.11,0.17,5.6,3.0,none,project_heavy,afternoon,panic_mode
1,271,8,6.0,5,3.4,12.2,12.1,0.83,0.67,8.7,5.0,basic,theory_heavy,morning,Denial_mode
3,168,6,8.2,2,12.8,7.1,11.6,0.65,0.18,8.1,1.0,,theory_heavy,morning,Denial_mode
2,207,5,5.7,7,36.7,12.3,10.3,0.59,0.83,7.4,3.0,basic,theory_heavy,Evening,panic_mode
9,139,8,9.0,6,26.0,17.7,15.1,0.81,0.87,4.4,2.0,strong,theory_heavy,Evening,No_issue
1,79,3,7.6,4,5.9,7.3,7.1,0.39,0.01,6.5,4.0,none,project_heavy,Evening,panic_mode
2,62,7,4.5,4,3.6,5.8,12.5,0.77,0.28,8.4,,none,theory_heavy,morning,Denial_mode
1,96,3,8.0,6,1.9,8.9,10.2,0.37,0.73,5.5,4.0,,memorization_heavy,Evening,Denial_mode
10,130,3,5.3,5,7.1,13.8,15.9,0.34,0.96,3.9,4.0,,project_heavy,afternoon,panic_mode
3,208,9,5.2,7,15.2,11.0,13.2,0.93,0.9,5.5,2.0,basic,theory_heavy,morning,No_issue
7,94,6,6.9,2,15.0,12.5,12.8,0.64,0.09,4.8,2.0,basic,memorization_heavy,afternoon,No_issue
4,160,8,5.4,6,9.2,0.0,7.6,0.84,0.43,8.0,5.0,basic,theory_heavy,Evening,panic_mode
5,226,3,4.7,4,28.4,9.7,15.1,0.38,0.1,4.2,2.0,strong,project_heavy,afternoon,No_issue
7,166,7,7.8,1,11.0,6.6,9.8,0.79,0.29,8.1,2.0,none,project_heavy,Evening,Denial_mode
0,72,9,8.4,4,3.1,12.2,13.8,0.93,0.01,8.3,4.0,none,theory_heavy,morning,Denial_mode
7,181,0,8.3,6,12.1,3.2,5.1,0.08,0.65,5.1,3.0,none,memorization_heavy,afternoon,panic_mode
4,74,8,6.4,4,30.1,0.0,5.9,0.84,0.34,5.9,4.0,none,memorization_heavy,afternoon,panic_mode
3,209,0,7.2,3,6.7,16.4,15.0,0.01,0.85,4.9,3.0,strong,theory_heavy,afternoon,panic_mode
9,158,9,5.6,3,1.2,6.2,7.9,0.97,0.43,6.2,3.0,basic,memorization_heavy,afternoon,panic_mode
9,94,3,5.8,5,24.8,13.9,15.0,0.31,0.26,9.0,3.0,basic,memorization_heavy,Evening,No_issue
6,99,6,7.7,5,38.9,9.7,10.2,0.61,0.55,8.1,2.0,none,project_heavy,morning,Denial_mode
9,227,0,5.8,6,36.7,3.5,8.8,0.09,0.21,6.8,3.0,basic,project_heavy,Evening,panic_mode
9,289,1,7.3,5,28.2,14.4,16.6,0.15,0.98,7.9,2.0,basic,theory_heavy,Evening,Denial_mode
5,109,0,8.2,7,12.4,8.0,12.7,0.03,0.13,7.9,2.0,basic,project_heavy,afternoon,Denial_mode
4,96,4,7.0,2,26.4,8.6,8.0,0.45,0.19,6.0,3.0,none,theory_heavy,morning,panic_mode
4,136,9,8.8,7,18.9,12.8,14.2,0.98,0.16,7.9,2.0,strong,theory_heavy,morning,No_issue
4,234,8,5.7,6,8.4,13.3,12.6,0.8,0.75,8.7,4.0,,project_heavy,afternoon,panic_mode
4,129,0,5.0,1,37.9,19.0,18.6,0.05,0.11,4.8,3.0,strong,theory_heavy,morning,panic_mode
2,141,1,7.8,3,12.1,8.6,,0.16,0.83,3.6,3.0,none,memorization_heavy,Evening,panic_mode
6,97,2,5.3,2,5.5,10.9,13.6,0.28,0.47,6.2,3.0,none,project_heavy,afternoon,No_issue
5,221,0,4.0,7,7.5,2.9,6.7,0.09,0.21,8.1,4.0,none,memorization_heavy,Evening,panic_mode
3,86,3,8.7,1,8.9,14.9,15.4,0.3,0.32,5.1,,basic,memorization_heavy,afternoon,No_issue
7,136,4,6.7,0,25.8,12.1,16.8,0.41,0.44,4.7,2.0,basic,project_heavy,morning,No_issue
9,220,4,6.0,4,4.2,9.5,16.3,0.41,0.37,4.4,,basic,theory_heavy,Evening,panic_mode
0,102,4,6.8,6,4.8,13.4,12.1,0.42,0.95,7.2,,none,theory_heavy,afternoon,Denial_mode
2,241,1,8.2,5,9.3,12.3,8.4,0.12,0.8,9.0,5.0,none,theory_heavy,afternoon,panic_mode
6,209,6,5.5,5,39.0,7.2,9.8,0.64,0.28,8.5,3.0,none,project_heavy,Evening,panic_mode
2,197,3,8.6,5,33.2,14.9,19.0,0.33,0.13,4.1,3.0,strong,memorization_heavy,Evening,panic_mode
0,104,9,4.8,5,10.2,10.0,7.8,0.93,0.91,3.7,4.0,none,theory_heavy,afternoon,panic_mode
0,266,4,4.8,3,5.2,11.0,14.1,0.44,0.01,8.7,4.0,basic,project_heavy,Evening,No_issue
1,181,9,8.5,2,3.1,6.3,9.9,0.92,0.15,3.9,4.0,none,project_heavy,Evening,Denial_mode
2,99,2,5.5,5,27.9,14.6,10.3,0.26,0.61,6.6,4.0,none,memorization_heavy,Evening,No_issue
3,157,9,4.3,4,16.0,16.0,14.2,0.92,0.67,8.3,3.0,basic,memorization_heavy,afternoon,No_issue
3,150,5,4.8,0,30.0,11.7,11.0,0.56,0.54,6.8,2.0,none,theory_heavy,Evening,No_issue
9,196,1,5.0,1,39.0,12.8,14.2,0.13,0.87,5.5,2.0,basic,project_heavy,Evening,Denial_mode
9,197,9,4.4,5,13.4,11.2,10.9,0.98,0.91,8.7,3.0,none,theory_heavy,Evening,No_issue
8,189,7,8.2,6,23.7,3.5,8.1,0.76,0.55,7.5,3.0,,theory_heavy,Evening,panic_mode
9,108,1,9.0,5,31.6,9.0,13.8,0.17,0.1,4.0,2.0,strong,theory_heavy,afternoon,Denial_mode
1,203,1,8.8,2,7.9,9.9,,0.11,0.24,6.2,5.0,none,project_heavy,Evening,No_issue
5,241,6,8.4,6,26.1,10.3,12.4,0.65,0.44,7.5,2.0,basic,theory_heavy,morning,No_issue
6,271,4,5.2,6,0.2,13.7,13.2,0.43,0.74,5.8,4.0,strong,project_heavy,Evening,panic_mode
1,145,6,8.0,5,0.1,11.5,10.4,0.61,0.75,8.9,4.0,none,theory_heavy,afternoon,Denial_mode
4,115,4,5.2,6,33.2,17.7,17.7,0.48,0.16,6.9,,basic,theory_heavy,Evening,panic_mode
6,166,8,7.2,7,2.7,6.8,11.7,0.89,0.03,8.7,3.0,none,theory_heavy,Evening,panic_mode
0,189,7,4.6,4,1.9,5.0,9.4,0.71,0.89,5.7,5.0,basic,theory_heavy,morning,Denial_mode
3,108,6,8.6,0,31.0,10.0,13.8,0.68,0.66,7.5,1.0,basic,project_heavy,morning,No_issue
9,200,3,7.6,1,23.1,11.8,13.8,0.33,0.38,5.3,1.0,basic,memorization_heavy,Evening,No_issue
1,239,9,5.8,2,3.8,7.2,10.1,0.95,0.4,8.8,5.0,none,theory_heavy,morning,Denial_mode
10,281,8,4.7,3,8.7,4.3,8.2,0.87,0.18,3.3,4.0,none,theory_heavy,Evening,panic_mode
2,62,4,8.4,7,8.8,14.9,15.7,0.47,0.91,4.9,,basic,project_heavy,morning,panic_mode
1,120,6,8.4,4,3.1,11.0,10.0,0.64,0.73,4.1,4.0,basic,memorization_heavy,morning,Denial_mode
5,199,3,6.3,3,34.2,11.3,12.8,0.34,0.32,6.8,2.0,basic,theory_heavy,afternoon,No_issue
1,152,4,8.6,5,3.7,10.9,11.0,0.43,0.24,8.1,4.0,none,project_heavy,Evening,Denial_mode
1,120,2,6.6,4,2.3,8.0,10.5,0.2,0.05,3.7,5.0,none,theory_heavy,morning,Denial_mode
2,139,8,8.1,0,38.3,16.6,16.6,0.81,0.99,7.4,,basic,project_heavy,morning,No_issue
1,294,4,4.6,2,8.5,16.4,17.0,0.48,0.68,7.2,4.0,strong,project_heavy,morning,No_issue
1,74,5,5.3,7,6.8,13.6,15.4,0.51,0.62,3.1,5.0,strong,theory_heavy,afternoon,panic_mode
7,104,9,5.2,3,37.0,7.9,8.0,0.96,0.88,7.7,,none,theory_heavy,Evening,panic_mode
10,153,8,6.3,2,14.9,14.6,15.6,0.84,0.08,7.3,3.0,basic,memorization_heavy,afternoon,No_issue
6,110,8,7.3,0,16.3,14.1,15.3,0.81,0.95,8.4,2.0,basic,memorization_heavy,afternoon,Denial_mode
7,234,4,4.4,0,25.9,18.7,18.0,0.42,0.59,3.4,2.0,none,theory_heavy,Evening,No_issue
2,88,8,7.1,6,27.0,9.2,13.3,0.83,0.11,6.2,3.0,basic,memorization_heavy,afternoon,panic_mode
6,277,6,8.2,7,37.8,7.5,10.1,0.7,1.0,5.1,1.0,none,project_heavy,afternoon,No_issue
3,148,4,8.6,2,5.8,12.6,13.0,0.46,0.5,4.3,3.0,basic,theory_heavy,afternoon,panic_mode
7,247,3,6.9,6,5.3,18.5,15.7,0.37,0.59,3.2,5.0,strong,memorization_heavy,morning,panic_mode
0,278,6,7.4,2,5.7,7.2,12.2,0.61,0.09,7.6,3.0,basic,theory_heavy,Evening,No_issue
8,105,0,5.7,2,9.1,14.8,9.2,0.04,0.75,4.5,4.0,basic,theory_heavy,morning,panic_mode
6,54,4,5.0,6,23.8,11.8,10.2,0.43,0.67,7.5,4.0,basic,memorization_heavy,Evening,panic_mode
5,220,8,8.0,4,0.0,16.0,16.7,0.89,0.47,3.9,1.0,strong,memorization_heavy,afternoon,No_issue
7,58,8,5.5,6,39.3,15.3,13.5,0.82,0.8,4.4,3.0,,theory_heavy,Evening,panic_mode
7,198,9,6.0,0,19.2,18.9,17.8,0.97,0.99,5.7,2.0,basic,theory_heavy,afternoon,No_issue
9,263,0,8.6,3,12.3,17.1,,0.04,0.79,8.8,,strong,memorization_heavy,afternoon,Denial_mode
3,283,3,7.8,3,13.5,11.4,9.7,0.35,0.87,3.4,1.0,strong,theory_heavy,morning,No_issue
4,245,7,7.7,4,26.8,0.0,8.5,0.76,0.2,8.9,,none,project_heavy,Evening,Denial_mode
5,107,3,5.2,1,31.0,8.3,12.0,0.34,0.09,4.7,3.0,none,memorization_heavy,Evening,panic_mode
3,166,0,5.9,0,10.0,9.8,12.2,0.07,0.47,6.0,4.0,basic,memorization_heavy,afternoon,No_issue
3,271,6,7.7,2,39.0,13.6,15.1,0.62,0.87,6.5,1.0,none,project_heavy,Evening,No_issue
2,115,4,7.9,3,4.6,11.6,17.5,0.42,0.39,5.1,4.0,basic,theory_heavy,Evening,Denial_mode
6,282,6,8.8,1,27.6,13.4,14.1,0.69,0.52,5.9,2.0,basic,theory_heavy,afternoon,No_issue
4,300,8,8.1,2,13.5,9.4,12.4,0.81,0.37,8.6,2.0,none,memorization_heavy,morning,Denial_mode
